_id,_rev,aout,avril,code_contrat,code_produit,dec,fev,janv,juillet,juin,mai,mars,nov,oct,sept,societe,typeContrat
1640000297,1-71b99d626cc21a8f8099379bf3f05393,140000,140000,1640000297,50,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000115,1-b79cef82b9245b1d56d37bb6a0b6d71b,175000,175000,1640000115,50,175000,175000,175000,175000,175000,175000,175000,175000,175000,175000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000047,1-f143cb3015d2c879e48735214d4ea39a,140000,140000,1640000047,50,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000049,1-f866e5a3f0144c01b98be7c30d95e392,262500,262500,1640000049,50,262500,262500,262500,262500,262500,262500,262500,262500,262500,262500,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1620000013,2-45a404687ff7ad57304db2562fcf3bfa,101027,101027,1620000013,50,101027,99534,99534,101027,101027,101027,99534,101027,101027,101027,BAT TMC ,Retraite complementaire BAT TMC 
1640000134,1-7d14f9ec904ebc28e4c7fb7ba644e6e1,175000,175000,1640000134,50,175000,175000,175000,175000,175000,175000,175000,175000,175000,175000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000107,1-3100e94f1b56a1b36b1b628b34c00fd8,140000,140000,1640000107,50,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000055,1-6d200346672b08d8a2f3830830d3a59d,175000,175000,1640000055,50,175000,175000,175000,175000,175000,175000,175000,175000,175000,175000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000123,1-9d6571b452102b8dc295fde9aa500dc3,175000,175000,1640000123,50,175000,175000,175000,175000,175000,175000,175000,175000,175000,175000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000188,1-8a803752036055486eaca90b0cb8a6f0,140000,0,1640000188,50,140000,0,140000,140000,140000,140000,0,140000,140000,140000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000119,1-242ad0b056d9adfdb4a8eb8ffa8175f9,175000,175000,1640000119,50,175000,175000,175000,175000,175000,175000,175000,175000,175000,175000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000116,1-63e65ff9378aae6a6cd0b9834b4b96f2,0,0,1640000116,50,0,0,0,0,0,0,0,0,0,0,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000059,1-11b770265dcee2f7792139042691d328,140000,140000,1640000059,50,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000138,1-ebd1e00febe7e067322d921e825e57e4,262500,262500,1640000138,50,262500,262500,262500,262500,262500,262500,262500,262500,262500,262500,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000190,1-d30e177584ede41b0a8c307645cf65f9,140000,140000,1640000190,50,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000113,1-9277d78592050d2215d48ae44ec42f9b,750000,750000,1640000113,50,900000,750000,750000,750000,750000,750000,750000,900000,900000,900000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000140,1-b4bc9c1b1482d3d8b97ca996f7fb47b8,140000,140000,1640000140,50,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000121,1-3df184e7e5828fe49e797ede429c2719,0,0,1640000121,50,0,0,0,0,0,0,0,0,0,0,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000127,1-97f4b87c6eee788aad802e515d15f4ac,175000,175000,1640000127,50,175000,175000,175000,175000,175000,175000,175000,175000,175000,175000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000143,1-5daf1dd92f4c3b8fd6265d726f0515dc,262500,262500,1640000143,50,262500,262500,262500,262500,262500,262500,262500,262500,262500,262500,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000104,1-96a2f3fa2406d2a58a9304cae0244666,175000,175000,1640000104,50,175000,175000,175000,175000,175000,175000,175000,175000,175000,175000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000125,1-e877989bf14501a94b30b18fa2dd98ae,175000,175000,1640000125,50,175000,175000,175000,175000,175000,175000,175000,175000,175000,175000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000161,1-82e878780639ca9e54efd012664857f1,175000,175000,1640000161,50,175000,175000,175000,175000,175000,175000,175000,175000,175000,175000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000133,1-16cffdee319f4fb7e4936168be3c3f22,175000,175000,1640000133,50,0,175000,175000,175000,175000,175000,175000,0,0,0,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000117,1-e33bd230f47fc1b33b029b6e1410b08c,175000,175000,1640000117,50,175000,175000,175000,175000,175000,175000,175000,175000,175000,175000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000110,1-15971f243b77b18e9715f555a01a24d9,175000,175000,1640000110,50,175000,175000,175000,175000,175000,175000,175000,175000,175000,175000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000194,1-7b0f9060365e40e7c0ac76674e3b8fb0,175000,175000,1640000194,50,175000,175000,175000,175000,175000,175000,175000,175000,175000,175000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000144,1-972ed9376e869be3ae9232c40ca944b8,175000,175000,1640000144,50,175000,175000,175000,175000,175000,175000,175000,175000,175000,175000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000147,1-558d9e533fd57a43f3f8bb6ec56f89c2,140000,140000,1640000147,50,140000,140000,0,140000,140000,140000,140000,140000,140000,140000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000114,1-8875ef095971bb4f9deca45f46493365,140000,140000,1640000114,50,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000152,1-cf4da195a5bf37b7e9bca357cf7f5474,140000,140000,1640000152,50,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000198,1-70feaf6694adb71885941ddcf1acda42,175000,175000,1640000198,50,175000,175000,175000,175000,175000,175000,175000,175000,175000,175000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000129,1-d2a7c18be4ae3309ac0ad277035b292a,175000,175000,1640000129,50,175000,175000,175000,175000,175000,175000,175000,175000,175000,175000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000137,1-c0d3f4923d1026306b18190c0e185f15,175000,175000,1640000137,50,175000,175000,175000,175000,175000,175000,175000,175000,175000,175000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000148,1-17efa7d096b2f7d969c27218169a1d4a,175000,175000,1640000148,50,175000,175000,175000,175000,175000,175000,175000,175000,175000,175000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000165,1-20473de3c58219910a7775a45bd66621,140000,140000,1640000165,50,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000153,1-0e0b676774019449240488b4d99feabd,175000,175000,1640000153,50,175000,175000,175000,175000,175000,175000,175000,175000,175000,175000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000162,1-468efbc1d642ac10932cb46fed8e444c,175000,175000,1640000162,50,175000,175000,175000,175000,175000,175000,175000,175000,175000,175000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000156,1-8aea1060aa3e64ec3929c67e7e492456,175000,175000,1640000156,50,0,175000,175000,175000,175000,175000,175000,0,0,0,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000118,1-7acc43d36dfde2e4b2225c64efc80038,175000,175000,1640000118,50,175000,175000,175000,175000,175000,175000,175000,175000,175000,175000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000222,1-25435b4ff1535f8c444a705566198113,140000,140000,1640000222,50,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000131,1-f716fc2039c2c6ab343d1c7c0180fa44,140000,140000,1640000131,50,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000157,1-84b6e5ff1771280450142a32c3bf5159,0,0,1640000157,50,0,0,175000,0,0,0,0,0,0,0,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000169,1-979aa3c9893445d6481a83300d64b088,140000,140000,1640000169,50,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000150,1-39cb0261e4636f6ff13bcac8a141bfff,140000,140000,1640000150,50,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000145,1-fb76b485ebceeacc62c64ccab2565179,175000,175000,1640000145,50,175000,175000,175000,175000,175000,175000,175000,175000,175000,175000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000226,1-cd5c3d6f9fce738429d0cad3efb581b9,0,175000,1640000226,50,0,175000,175000,0,0,175000,175000,0,0,0,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000155,1-1175ab3e71324021f1545fe8892c7da8,175000,175000,1640000155,50,175000,175000,175000,175000,175000,175000,175000,175000,175000,175000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000202,1-64f43d958f40c97ebbbb9d7722ddb232,175000,175000,1640000202,50,175000,175000,175000,175000,175000,175000,175000,175000,175000,175000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000200,1-139c55133db61dd7ad8cc70c7b9d4aaa,175000,175000,1640000200,50,0,175000,175000,175000,175000,175000,175000,175000,175000,175000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000232,1-78b057f8d33d982bae4d05bb7539ea15,175000,175000,1640000232,50,175000,175000,175000,175000,175000,175000,175000,175000,175000,175000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000203,1-0cd2aa2e98b783999bbd631bd2c45e6a,175000,175000,1640000203,50,175000,175000,175000,175000,175000,175000,175000,175000,175000,175000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000186,1-9732075b4068e1371d3ea1dcbc9eaed2,175000,175000,1640000186,50,175000,175000,175000,175000,175000,175000,175000,175000,175000,175000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000166,1-5f3e18ad2c1e812b56f5e4a4b04162b2,0,0,1640000166,50,0,0,0,0,0,0,0,0,0,0,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000135,1-b27809f01e0268ad6d0f3ecc45de4de5,140000,140000,1640000135,50,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000206,1-7d75b4dcab6077e602f416c8f6a4fe30,175000,175000,1640000206,50,175000,175000,175000,175000,175000,175000,175000,175000,175000,175000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000154,1-cbe67255a482e71e79c17785c29ec2bf,140000,140000,1640000154,50,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000204,1-d8bd474c33ea7ae1e486f23eca6fb042,175000,140000,1640000204,50,175000,140000,140000,175000,175000,175000,140000,175000,175000,175000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000208,1-72116b7f338f704680cd119a090463ba,140000,140000,1640000208,50,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000236,1-c4ab9573baef902481b2ae8b7cc9f1f8,175000,175000,1640000236,50,175000,175000,175000,175000,175000,175000,175000,175000,175000,175000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000207,1-e1dca2b34f413f67142f795ad078f00e,140000,140000,1640000207,50,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000158,1-18b3cd3d0224fbed0e96e46fa401eb3d,175000,175000,1640000158,50,175000,175000,175000,175000,175000,175000,175000,175000,175000,175000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000196,1-4936a3c2b3765756401787baad4b9bdb,175000,175000,1640000196,50,175000,175000,175000,175000,175000,175000,175000,175000,175000,175000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000172,1-37d3525a2d95e4393f5fc0009e963da2,140000,140000,1640000172,50,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000139,1-dc611129c2a2fe40e5f25a71e9daf336,175000,175000,1640000139,50,175000,175000,175000,175000,175000,175000,175000,175000,175000,175000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000302,1-ee30a82ddaf6072054c192de70232ae9,0,0,1640000302,50,175000,0,0,0,0,0,0,175000,175000,175000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000251,1-2423b7e098fa5d88884bb2dce04b9509,140000,140000,1640000251,50,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000277,1-61facf648a610e5709029eee515f5619,0,0,1640000277,50,0,0,0,0,0,0,0,0,0,0,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1910000014,1-4608d423cd6c2f029d5f2f9ce9568d64,0,0,1910000014,50,0,0,0,0,0,40740,0,0,0,0,BRVM ,Retraite complementaire  BRVM 
1640000181,1-6bbcb86aec79db8a0ccefdfa2e11af69,175000,175000,1640000181,50,175000,175000,175000,175000,175000,175000,175000,175000,175000,175000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000160,1-34bf99ba7cf0cc2baee1708834f36f64,175000,175000,1640000160,50,175000,175000,175000,175000,175000,175000,175000,175000,175000,175000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000220,1-8d8570f4a4b31f33dfbfabf0e39f14f5,0,0,1640000220,50,0,0,0,0,0,0,0,0,0,0,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000201,1-7d50ad1bc2222a7d62c21bb5caa93a6b,175000,175000,1640000201,50,175000,175000,175000,175000,175000,175000,175000,175000,175000,175000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1630000004,1-1dc02d93ee2bc7694952c50e2da42624,0,71962,1630000004,50,0,71962,71962,0,1331765,73770,77025,0,0,0,BOA ,Retraite complementaire BOA 
1910000018,1-c55b1d2310b07c30709559813aaddf7e,0,0,1910000018,50,0,0,0,0,0,34292,0,0,0,0,BRVM ,Retraite complementaire  BRVM 
1640000224,1-8588680992feafd54dd69f8c6dd4bab3,175000,175000,1640000224,50,175000,175000,175000,175000,175000,175000,175000,175000,175000,175000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000189,1-940be2df60b04d79ecf1cb903ea7039e,140000,140000,1640000189,50,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000164,1-3f904a1f14971f5e5dd5f7d5cc422d3c,175000,175000,1640000164,50,175000,175000,175000,175000,175000,175000,175000,175000,0,0,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000205,1-ca209f23f78a4d07be70c2973724034e,140000,140000,1640000205,50,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1620000020,2-81ccde904988f145002b49c4e3c6a3e7,56661,56661,1620000020,50,56661,0,0,56661,56661,56661,56661,56661,56661,56661,BAT TMC ,Retraite complementaire BAT TMC 
1630000008,1-4377a892aa50e5d5a13159dd4f69e544,0,0,1630000008,50,0,0,0,0,0,0,0,0,0,0,BOA ,Retraite complementaire BOA 
1630000010,1-dfca3b69932f624f87699cd05cf2454d,0,0,1630000010,50,0,0,0,0,0,0,0,0,0,0,BOA ,Retraite complementaire BOA 
1620000004,2-43a3b224ebcb77bcce35ed99416caa27,67160,67160,1620000004,50,67160,63263,63263,67160,67160,67160,63263,67160,67160,67160,BAT TMC ,Retraite complementaire BAT TMC 
1630000002,1-3be12c7ba46c28b1e9504e613cbf7d0b,54893,93212,1630000002,50,113685,55247,55247,54893,210503,54893,59437,113685,54893,54893,BOA ,Retraite complementaire BOA 
1640000228,1-5e8b155faa9501df921b2f4433a185e5,140000,140000,1640000228,50,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1910000041,1-18bdd338c6451a4cd86fe314d86ad4fc,0,0,1910000041,50,0,0,0,0,0,148830,0,0,0,0,BRVM ,Retraite complementaire  BRVM 
1640000191,1-64c24230dd3be77e5204b0d55883c25b,140000,140000,1640000191,50,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000209,1-2a2cfd862cd39a21dbddcbdbb68163bb,140000,140000,1640000209,50,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000149,1-71170b837a8b0d0ffbee9641496dc80d,140000,140000,1640000149,50,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000170,1-9eebd6a8390ebc207a3b119535a623a2,140000,140000,1640000170,50,140000,0,0,140000,140000,140000,140000,140000,140000,140000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000210,1-4495a4ddcec05056ee2534c0f2e5b079,140000,140000,1640000210,50,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1620000008,2-2691214a33aa6eb3427f484a5d345e1c,50975,50975,1620000008,50,50975,50089,50089,50975,50975,50975,50089,50975,50975,50975,BAT TMC ,Retraite complementaire BAT TMC 
1910000045,1-111d7b280215b97057461789357c7dd0,0,0,1910000045,50,0,0,0,0,0,0,0,0,0,0,BRVM ,Retraite complementaire  BRVM 
1640000271,1-23613bc08482d64329c15e6572fc369b,0,0,1640000271,50,0,0,0,0,0,0,0,0,0,0,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000195,1-e78ab6e83f09305eee7384ff01d45949,175000,175000,1640000195,50,175000,175000,175000,175000,175000,175000,175000,175000,175000,175000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000248,1-74065d6936a6477c0a39ebd1fd0e7d97,175000,175000,1640000248,50,175000,175000,175000,175000,175000,175000,175000,175000,175000,175000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1630000006,1-fd19a69469a864b11068084307886abc,40175,39197,1630000006,50,80521,39197,39197,40175,101636,40175,43388,82756,54608,40175,BOA ,Retraite complementaire BOA 
1640000178,1-beaea124a544ee355fe3dd1f03e30d21,175000,175000,1640000178,50,175000,175000,175000,175000,175000,175000,175000,175000,175000,175000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000214,1-7bc10b4c1497dba943df572aad5fcce6,140000,140000,1640000214,50,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1620000014,2-af624b13dba3cac6b937b43ec9f9b706,44861,44861,1620000014,50,44861,44111,44111,44861,44861,44861,44111,44861,44861,44861,BAT TMC ,Retraite complementaire BAT TMC 
1640000218,1-0f59a4da3a12c7bea8aec02c7fa1b39d,140000,140000,1640000218,50,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1910000049,1-1b8d73e9ce7bb5a249616fad0eb26426,0,0,1910000049,50,0,0,0,0,0,53857,0,0,0,0,BRVM ,Retraite complementaire  BRVM 
1620000002,2-21df64090a584110dcefddd35a947d7c,75097,75097,1620000002,50,75097,69612,69612,75097,75097,75097,69612,75097,75097,75097,BAT TMC ,Retraite complementaire BAT TMC 
1620000001,2-a072e0bb3c6ac2a5b1e9930dcfb7f5f0,156180,156180,1620000001,50,156180,153534,153534,156180,156180,156180,153534,156180,156180,156180,BAT TMC ,Retraite complementaire BAT TMC 
1640000250,1-d00a73c350457437d801ff4902dd8e13,140000,140000,1640000250,50,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000212,1-d4e0de8de0e67df6dba81435fa3db5e1,140000,140000,1640000212,50,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000183,1-ddf5e54505a4ba0cc44169c1b77608d1,175000,175000,1640000183,50,175000,175000,175000,175000,175000,175000,175000,175000,175000,175000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1620000018,2-2bedf1f03c61c893ddd2812ae90644a6,42496,42496,1620000018,50,42496,42496,42496,42496,42496,42496,42496,42496,42496,42496,BAT TMC ,Retraite complementaire BAT TMC 
1620000006,2-3975e9e60fb244723eb6d149eae50cb2,45082,45082,1620000006,50,45082,44196,44196,45082,45082,45082,44196,45082,45082,45082,BAT TMC ,Retraite complementaire BAT TMC 
1620000005,2-037b27c286d759a45d73e862462519e6,61143,61143,1620000005,50,61143,59974,59974,61143,61143,61143,59974,61143,61143,61143,BAT TMC ,Retraite complementaire BAT TMC 
1640000216,1-62d32ab898a99fa5348cfb7dd52ee5e2,175000,175000,1640000216,50,175000,175000,175000,175000,175000,175000,175000,175000,175000,175000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000241,1-f8c502c0da2a7dff6a062279e58fc3ac,140000,140000,1640000241,50,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000280,1-900ca2b65a21d0a90c940c6c0ffb3e6a,0,0,1640000280,50,0,0,0,0,0,0,0,0,0,0,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1630000003,1-5376083bb3588897fa80e9084c45e34f,0,0,1630000003,50,0,0,0,0,0,0,0,0,0,0,BOA ,Retraite complementaire BOA 
1620000009,2-a8d3c040113ee2795266413f78e7e61c,172380,172380,1620000009,50,172380,169607,169607,172380,172380,172380,169607,172380,172380,172380,BAT TMC ,Retraite complementaire BAT TMC 
1620000012,2-d0cfc856ba448ee5c1cd42e26ce103b5,97800,97800,1620000012,50,97800,96354,96354,97800,97800,97800,96354,97800,97800,97800,BAT TMC ,Retraite complementaire BAT TMC 
1630000001,1-f96e7194ffb1f3a141a88de8136de15e,0,0,1630000001,50,0,0,369465,0,0,0,0,0,0,0,BOA ,Retraite complementaire BOA 
1640000243,1-46afe0b1910821652f3cc3226b41a88b,140000,140000,1640000243,50,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000245,1-d3b337d5e086e70b26cc627e96aa8ec2,140000,140000,1640000245,50,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1620000007,2-d6a437a83d38a267ab147842f8e0a5fd,48079,48079,1620000007,50,48079,47142,47142,48079,48079,48079,47142,48079,48079,48079,BAT TMC ,Retraite complementaire BAT TMC 
1640000284,1-cd40dbbc40799087f3edb795ddaba8e3,0,0,1640000284,50,0,0,0,0,0,0,0,0,0,0,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1640000249,1-bcb774a3791b9cecc3d7057805db11cf,140000,140000,1640000249,50,0,140000,140000,140000,140000,140000,140000,140000,140000,140000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
1630000007,1-e2c6abe78dd1adc40504b8bee588c603,227421,183650,1630000007,50,3675867,505038,183650,227421,883517,225400,192411,468716,227421,227421,BOA ,Retraite complementaire BOA 
1620000011,2-50a1dd360e85690b0c90bc047b15455b,45082,45082,1620000011,50,45082,44196,44196,45082,45082,45082,44196,45082,45082,45082,BAT TMC ,Retraite complementaire BAT TMC 
1630000005,1-4790eb3f70da46f836cdf1fba926c25b,41503,40489,1630000005,50,83006,90907,40403,76240,104199,41503,44679,83006,41503,41503,BOA ,Retraite complementaire BOA 
1640000247,1-12cb954709966c83fa7d529577d6e070,175000,175000,1640000247,50,175000,175000,175000,175000,175000,175000,175000,175000,175000,175000,BRIDGE BANK ,Retraite complementaire  BRIDGE BANK 
