code_objet,statut,num_quittance,code_contrat,echeance,datevaleur,datecreation,datecomptable,dateemission,montantpaye,montantEmis
1,2,70421033,1890000028,28/02/2020,28/02/2020,28/02/2020,28/02/2020,28/02/2020,33878,33878
1,2,70420040,1890000021,31/01/2020,31/01/2020,31/01/2020,31/01/2020,31/01/2020,44780,44780
1,2,70424016,1890000048,31/05/2020,31/05/2020,31/05/2020,31/05/2020,31/05/2019,30322,30322
1,2,70421038,1890000023,28/02/2020,28/02/2020,28/02/2020,28/02/2020,28/02/2020,133542,133542
1,2,70420051,1890000010,31/01/2020,31/01/2020,31/01/2020,31/01/2020,31/01/2020,89926,89926
1,2,70420047,1890000014,31/01/2020,31/01/2020,31/01/2020,31/01/2020,31/01/2020,84398,84398
1,2,70420056,1890000004,31/01/2020,31/01/2020,31/01/2020,31/01/2020,31/01/2020,38122,38122
1,2,70420050,1890000011,31/01/2020,31/01/2020,31/01/2020,31/01/2020,31/01/2020,116586,116586
1,2,70422013,1890000051,31/03/2020,31/03/2020,31/03/2020,31/03/2020,31/03/2020,85214,85214
1,2,70424002,1890000062,31/05/2020,31/05/2020,31/05/2020,31/05/2020,31/05/2019,66528,66528
1,2,70421029,1890000032,28/02/2020,28/02/2020,28/02/2020,28/02/2020,28/02/2020,97660,97660
1,2,70420058,1890000002,31/01/2020,31/01/2020,31/01/2020,31/01/2020,31/01/2020,27648,27648
1,2,70421026,1890000035,28/02/2020,28/02/2020,28/02/2020,28/02/2020,28/02/2020,74162,74162
1,2,70420044,1890000017,31/01/2020,31/01/2020,31/01/2020,31/01/2020,31/01/2020,962232,962232
1,2,70422020,1890000043,31/03/2020,31/03/2020,31/03/2020,31/03/2020,31/03/2020,43702,43702
1,2,70424015,1890000049,31/05/2020,31/05/2020,31/05/2020,31/05/2020,31/05/2019,28808,28808
1,2,70423007,1890000057,30/04/2020,30/04/2020,30/04/2020,30/04/2020,30/04/2020,54936,54936
1,2,70422035,1890000026,31/03/2020,31/03/2020,31/03/2020,31/03/2020,31/03/2020,27754,27754
1,2,70131000,2040000002,31/12/2020,31/12/2020,31/12/2020,31/12/2020,31/12/2020,0,0
1,2,70131000,2040000002,31/12/2020,31/12/2020,31/12/2020,31/12/2020,31/12/2020,0,0
1,2,70131000,2040000002,31/12/2020,31/12/2020,31/12/2020,31/12/2020,31/12/2020,0,0
1,2,70131000,2040000002,31/12/2020,31/12/2020,31/12/2020,31/12/2020,31/12/2020,0,0
1,2,70131000,2040000002,31/12/2020,31/12/2020,31/12/2020,31/12/2020,31/12/2020,0,0
1,2,70131000,2040000002,31/12/2020,31/12/2020,31/12/2020,31/12/2020,31/12/2020,0,0
1,2,70131000,2040000002,31/12/2020,31/12/2020,31/12/2020,31/12/2020,31/12/2020,0,0
1,2,70131000,2040000002,31/12/2020,31/12/2020,31/12/2020,31/12/2020,31/12/2020,0,0
1,2,70131000,2040000002,31/12/2020,31/12/2020,31/12/2020,31/12/2020,31/12/2020,0,0
1,2,70131000,2040000002,31/12/2020,31/12/2020,31/12/2020,31/12/2020,31/12/2020,0,0
1,2,70131000,2040000002,31/12/2020,31/12/2020,31/12/2020,31/12/2020,31/12/2020,0,0
1,2,70131001,2040000004,31/12/2020,31/12/2020,31/12/2020,31/12/2020,31/12/2020,0,0
1,2,70360004,1900000003,31/01/2020,31/01/2020,31/01/2020,31/01/2020,31/01/2020,95514,95514
1,2,70360002,1900000005,31/01/2020,31/01/2020,31/01/2020,31/01/2020,31/01/2020,41990,41990
1,2,70362001,1900000006,31/03/2020,31/03/2020,31/03/2020,31/03/2020,31/03/2020,45114,45114
1,2,70362000,1900000007,31/03/2020,31/03/2020,31/03/2020,31/03/2020,31/03/2020,225728,225728
1,2,70363003,1900000004,30/04/2020,30/04/2020,30/04/2020,30/04/2020,30/04/2020,0,0
1,2,70363002,1900000005,30/04/2020,30/04/2020,30/04/2020,30/04/2020,30/04/2020,0,0
1,2,70364004,1900000003,31/05/2020,31/05/2020,31/05/2020,31/05/2020,31/05/2019,100290,100290
1,2,70365003,1900000004,30/06/2020,30/06/2020,30/06/2020,30/06/2020,30/06/2020,85418,85418
1,2,70366001,1900000006,31/07/2020,31/07/2020,31/07/2020,31/07/2020,31/07/2020,45114,45114
1,2,70366000,1900000007,31/07/2020,31/07/2020,31/07/2020,31/07/2020,31/07/2020,225728,225728
1,2,70366002,1900000005,31/07/2020,31/07/2020,31/07/2020,31/07/2020,31/07/2020,43460,43460
1,2,70368003,1900000004,30/09/2020,30/09/2020,30/09/2020,30/09/2020,30/09/2020,85418,85418
1,2,70368000,1900000007,30/09/2020,30/09/2020,30/09/2020,30/09/2020,30/09/2020,451458,451458
1,2,70369004,1900000003,31/10/2020,31/10/2020,31/10/2020,31/10/2020,31/10/2020,0,0
1,2,70369002,1900000005,31/10/2020,31/10/2020,31/10/2020,31/10/2020,31/10/2020,0,0
1,2,70371001,1900000006,31/12/2020,31/12/2020,31/12/2020,31/12/2020,31/12/2020,0,0
1,2,70371000,1900000007,31/12/2020,31/12/2020,31/12/2020,31/12/2020,31/12/2020,0,0
1,2,70371005,1900000001,31/12/2020,31/12/2020,31/12/2020,31/12/2020,31/12/2020,0,0
1,2,70420003,1890000061,31/01/2020,31/01/2020,31/01/2020,31/01/2020,31/01/2020,64828,64828
1,2,70420005,1890000059,31/01/2020,31/01/2020,31/01/2020,31/01/2020,31/01/2020,127008,127008
1,2,70420008,1890000056,31/01/2020,31/01/2020,31/01/2020,31/01/2020,31/01/2020,79854,79854
1,2,70420017,1890000047,31/01/2020,31/01/2020,31/01/2020,31/01/2020,31/01/2020,34150,34150
1,2,70421015,1890000049,28/02/2020,28/02/2020,28/02/2020,28/02/2020,28/02/2020,28808,28808
1,2,70421014,1890000050,28/02/2020,28/02/2020,28/02/2020,28/02/2020,28/02/2020,37910,37910
1,2,70421012,1890000052,28/02/2020,28/02/2020,28/02/2020,28/02/2020,28/02/2020,43070,43070
1,2,70422001,1890000066,31/03/2020,31/03/2020,31/03/2020,31/03/2020,31/03/2020,76918,76918
1,2,70422016,1890000048,31/03/2020,31/03/2020,31/03/2020,31/03/2020,31/03/2020,30322,30322
1,2,70422010,1890000054,31/03/2020,31/03/2020,31/03/2020,31/03/2020,31/03/2020,41862,41862
1,2,70422008,1890000056,31/03/2020,31/03/2020,31/03/2020,31/03/2020,31/03/2020,84762,84762
1,2,70422006,1890000058,31/03/2020,31/03/2020,31/03/2020,31/03/2020,31/03/2020,60778,60778
1,2,70422012,1890000052,31/03/2020,31/03/2020,31/03/2020,31/03/2020,31/03/2020,43070,43070
1,2,70420038,1890000023,31/01/2020,31/01/2020,31/01/2020,31/01/2020,31/01/2020,122280,122280
1,2,70420019,1890000044,31/01/2020,31/01/2020,31/01/2020,31/01/2020,31/01/2020,53446,53446
1,2,70423002,1890000062,30/04/2020,30/04/2020,30/04/2020,30/04/2020,30/04/2020,66528,66528
1,2,70420029,1890000032,31/01/2020,31/01/2020,31/01/2020,31/01/2020,31/01/2020,88248,88248
1,2,70423003,1890000061,30/04/2020,30/04/2020,30/04/2020,30/04/2020,30/04/2020,67982,67982
1,2,70420027,1890000034,31/01/2020,31/01/2020,31/01/2020,31/01/2020,31/01/2020,124966,124966
1,2,70421035,1890000026,28/02/2020,28/02/2020,28/02/2020,28/02/2020,28/02/2020,27754,27754
1,2,70423010,1890000054,30/04/2020,30/04/2020,30/04/2020,30/04/2020,30/04/2020,41862,41862
1,2,70421025,1890000036,28/02/2020,28/02/2020,28/02/2020,28/02/2020,28/02/2020,36138,36138
1,2,70423017,1890000047,30/04/2020,30/04/2020,30/04/2020,30/04/2020,30/04/2020,38636,38636
1,2,70422018,1890000046,31/03/2020,31/03/2020,31/03/2020,31/03/2020,31/03/2020,46434,46434
1,2,70420043,1890000018,31/01/2020,31/01/2020,31/01/2020,31/01/2020,31/01/2020,50956,50956
1,2,70424001,1890000066,31/05/2020,31/05/2020,31/05/2020,31/05/2020,31/05/2019,76918,76918
1,2,70420052,1890000009,31/01/2020,31/01/2020,31/01/2020,31/01/2020,31/01/2020,30004,30004
1,2,70421028,1890000033,28/02/2020,28/02/2020,28/02/2020,28/02/2020,28/02/2020,84264,84264
1,2,70420045,1890000016,31/01/2020,31/01/2020,31/01/2020,31/01/2020,31/01/2020,68106,68106
1,2,70420046,1890000015,31/01/2020,31/01/2020,31/01/2020,31/01/2020,31/01/2020,46958,46958
1,2,70420039,1890000022,31/01/2020,31/01/2020,31/01/2020,31/01/2020,31/01/2020,48790,48790
